sam_address_id,zip_code,latitude,longitude,trashday
170846,02128,42.39188551190219,-71.00174976879318,Friday
171392,02128,42.36755456908229,-71.03864025007296,Wednesday
171393,02128,42.36722323584075,-71.03853748551929,Wednesday
171394,02128,42.36667337452884,-71.03734553560976,Wednesday
171395,02128,42.3666358127679,-71.03726034939484,Wednesday
171396,02128,42.36656199327238,-71.03709476781529,Wednesday
171397,02128,42.3668132130556,-71.03696323227695,Wednesday
171398,02128,42.36679146285824,-71.03688573755484,Wednesday
171399,02128,42.36637417343611,-71.0368903058683,Wednesday
171400,02128,42.36657835445301,-71.03630148259978,Wednesday
171401,02128,42.3664760873866,-71.0360126074298,Wednesday
171403,02128,42.36510949841286,-71.03383927056197,Wednesday
171404,02128,42.36486464705086,-71.03327926790737,Wednesday
171405,02128,42.365098189093786,-71.03267130156995,Wednesday
171406,02128,42.36483770843264,-71.03101552540994,Wednesday
171408,02128,42.36635764679468,-71.03553669320523,Wednesday
171539,02128,42.381551004599054,-71.03760148455603,Monday
171540,02128,42.38155067735114,-71.03750342542308,Monday
171541,02128,42.3815650592608,-71.0362682528841,Monday
171542,02128,42.3815650592608,-71.0362682528841,Monday
171779,02128,42.38067499661017,-71.037986047655,Monday
171780,02128,42.38039725033002,-71.03590554557269,Monday
171781,02128,42.38074979036461,-71.03680334072523,Monday
171782,02128,42.3807962709318,-71.0364996176383,Monday
171783,02128,42.38042367890896,-71.03509300729918,Monday
171786,02128,42.38069515609368,-71.03270837220913,Monday
171787,02128,42.3807644306633,-71.03226493809788,Monday
171906,02128,42.37517084432909,-71.03859898866384,Tuesday
171907,02128,42.37517084432909,-71.03859898866384,Tuesday
171908,02128,42.37564057492048,-71.03934337998088,Monday
172006,02128,42.38513358855612,-71.01930645534841,Thursday
172007,02128,42.384428374609215,-71.01581307355393,Thursday
172008,02128,42.384295431746445,-71.01522799879483,Thursday
172009,02128,42.383751810484775,-71.01474299930494,Thursday
172010,02128,42.383420530478176,-71.01457721219798,Thursday
172059,02128,42.36608749248791,-71.03730892098739,Wednesday
172087,02128,42.39128635297104,-71.00228546325584,Friday
172088,02128,42.37894177970039,-71.03803038343283,Monday
172289,02128,42.383420530478176,-71.01457721219798,Thursday
172291,02128,42.38356056437507,-71.01403076755973,Thursday
172294,02128,42.383420530478176,-71.01457721219798,Thursday
172347,02128,42.37906068563248,-71.03143250857943,Tuesday
172390,02128,42.36452788245118,-71.03020196869765,Wednesday
172449,02128,42.382099402782735,-71.03994873278698,Monday
172469,02128,42.38236876768331,-71.0401891422162,Monday
172470,02128,42.38216663758914,-71.04015711599291,Monday
172497,02128,42.37755204172345,-71.0290787767779,Thursday
172506,02128,42.374933978841895,-71.03209107108027,Thursday
172507,02128,42.37506367744192,-71.03192948249054,Thursday
172511,02128,42.36654802282736,-71.03587063046831,Wednesday
172523,02128,42.36763933755671,-71.03761012437187,Wednesday
172550,02128,42.38959686229752,-71.01081779181656,Friday
172630,02128,42.38476735387041,-71.01386919391035,Thursday
172646,02128,42.36638950696011,-71.036890935218,Wednesday
172675,02128,42.36607258509384,-71.03001519446074,Wednesday
172676,02128,42.38763260289433,-71.00706376320855,Friday
172678,02128,42.38753250817434,-71.0071076809952,Friday
172679,02128,42.38766190384145,-71.00700866895609,Friday
172681,02128,42.38750489891084,-71.00719625969636,Friday
172683,02128,42.387761200547736,-71.0068694417802,Friday
172684,02128,42.38774221288031,-71.00688541501997,Friday
172715,02128,42.37095801544749,-71.04237381472552,Tuesday
172726,02128,42.37095801544749,-71.04237381472552,Tuesday
172740,02128,42.38188636806555,-71.01868973740717,Thursday
172776,02128,42.36842980336292,-71.03624673246705,Wednesday
172780,02128,42.36842980336292,-71.03624673246705,Wednesday
172806,02128,42.37986162283961,-71.02695508209479,Thursday
172827,02128,42.38247409544757,-71.0359225196152,Monday
172838,02128,42.370786746910674,-71.03690116278511,Wednesday
172863,02128,42.38064128069527,-71.03949383320324,Monday
172928,02128,42.37586431148616,-71.03778634099346,Tuesday
173026,02128,42.38426486408549,-71.01206401062144,Thursday
173027,02128,42.38434782176253,-71.01215442436977,Thursday
173040,02128,42.38300087279798,-71.01427984754685,Thursday
173059,02128,42.37764978312483,-71.02892241052123,Thursday
173060,02128,42.38161035006454,-71.02233340814642,Thursday
173072,02128,42.37809774251811,-71.0388676515405,Monday
174254,02128,42.36887843549013,-71.04162266618641,Tuesday
174267,02128,42.36772823528869,-71.04030600821399,Wednesday
174268,02128,42.367790000014914,-71.04026000128286,Wednesday
174269,02128,42.36761218434821,-71.04017515069519,Wednesday
174270,02128,42.36759999999936,-71.04013000126857,Wednesday
174271,02128,42.36752351511928,-71.03993552078641,Wednesday
174272,02128,42.36747000001737,-71.04048900125026,Wednesday
174273,02128,42.36745999998476,-71.03999000126012,Wednesday
174274,02128,42.367409999972736,-71.04004000127381,Wednesday
174275,02128,42.36734999997603,-71.04007000119829,Wednesday
174276,02128,42.36728999999588,-71.04014000117637,Wednesday
174277,02128,42.36740178576022,-71.0402778643202,Wednesday
174278,02128,42.36740999998635,-71.04031000120004,Wednesday
174279,02128,42.36752000000262,-71.04045000117482,Wednesday
174280,02128,42.36757000002087,-71.040420001247,Wednesday
174281,02128,42.36768000001104,-71.04035000128628,Wednesday
174282,02128,42.36811999999944,-71.03946000122906,Wednesday
174283,02128,42.3683381829013,-71.03953046159904,Wednesday
174284,02128,42.36832000004138,-71.03950000119626,Wednesday
174285,02128,42.368405407212016,-71.03975598063793,Wednesday
174286,02128,42.36846000000579,-71.03972000124487,Wednesday
174287,02128,42.36829999996665,-71.03933000125066,Wednesday
174288,02128,42.36841000000075,-71.03975000120215,Wednesday
174289,02128,42.3682299672042,-71.03991570811982,Wednesday
174290,02128,42.36826000001525,-71.03991000119854,Wednesday
174291,02128,42.36816920920298,-71.03972704804865,Wednesday
174292,02128,42.36819000003661,-71.03976000128067,Wednesday
174293,02128,42.36823999998728,-71.03936000120636,Wednesday
174294,02128,42.36817000001677,-71.03940000118102,Wednesday
174295,02128,42.36818000000552,-71.03942000122674,Wednesday
174526,02128,42.39200999997149,-71.00666000121882,Friday
174527,02128,42.39201000001617,-71.00679000118852,Friday
174528,02128,42.39199999996187,-71.00693000127544,Friday
174529,02128,42.391999999984215,-71.00723000124253,Friday
174531,02128,42.39200999998961,-71.00735000125606,Friday
174532,02128,42.3920000000442,-71.00749000124824,Friday
174534,02128,42.39201000003834,-71.00778000122313,Friday
174535,02128,42.39201000004698,-71.0079100011832,Friday
174536,02128,42.392000000035495,-71.00805000120052,Friday
174537,02128,42.39199698482983,-71.00833118770515,Friday
174538,02128,42.39198804054829,-71.00846782867723,Friday
174539,02128,42.39200343939448,-71.00859764213922,Friday
174540,02128,42.392010000004646,-71.00890000126181,Friday
174541,02128,42.39200999997729,-71.00903000121231,Friday
174542,02128,42.392009999979216,-71.00916000127994,Friday
174543,02128,42.39199999998938,-71.00945000128483,Friday
174545,02128,42.39200999999363,-71.00958000123538,Friday
174546,02128,42.39200000003829,-71.00971000125163,Friday
174548,02128,42.39200999996781,-71.01000000117925,Friday
174549,02128,42.39201200002046,-71.01013700120832,Friday
174550,02128,42.3920110000335,-71.01027600123177,Friday
174554,02128,42.39264736907528,-71.00945809257972,Friday
174566,02128,42.39328508015159,-71.00920102794905,Friday
174568,02128,42.39330071135685,-71.01017609742576,Friday
176095,02128,42.38525999997805,-71.01644000125391,Thursday
176096,02128,42.38525999997805,-71.01644000125391,Thursday
178312,02128,42.382590000025175,-70.99864000121929,Friday
178556,02128,42.372569999991626,-71.03666000124574,Wednesday
178557,02128,42.372569999991626,-71.03666000124574,Wednesday
178558,02128,42.37243999999783,-71.03647000123765,Wednesday
178559,02128,42.37243999999783,-71.03647000123765,Wednesday
178560,02128,42.37243999999783,-71.03647000123765,Wednesday
178561,02128,42.3724899999772,-71.03654000120537,Wednesday
178562,02128,42.3724899999772,-71.03654000120537,Wednesday
